id,height,location_name,mountain_range
1193,668,Ptasi Szczyt ,3
1194,500,Ptaszkowa ,2
1195,902,Puchaczówka ,3
1196,400,Puławy ,2
1197,480,Puławy Górne ,2
1198,590,Purpurowe Jeziorko ,3
1199,1061,Pusta Wielka ,1
1200,500,pustelnia św. Jana ,2
1201,443,Raba Niżna ,1
1202,528,Raba Wyżna ,1
1203,1121,Rąbaniska ,1
1204,1192,Rabia Skała ,2
1205,470,Rabka Zaryte ,1
1206,486,Rabka Zaryte PKS ,1
1207,507,Rabka-Zdrój ,1
1208,954,Rachowiec  ,1
1209,286,Raciechowice ,1
1210,370,Radków ,3
1211,390,Radków - Zakłady Kamienia ,3
1212,490,Radocyna ,2
1213,540,Radocyna - dawna szkoła ,2
1214,480,Radomierz ,3
1215,572,Radunia ,3
1216,500,Radziechowy Wieprz ,1
1217,1255,Radziejowa ,1
1218,540,Radzimowice ,3
1219,230,Radziszów PKP ,1
1220,980,Rafaczańska Grapa ,0
1221,1305,Rainerova chata / Rainerowa Chatka ,0
1222,324,Rajbrot ,1
1223,360,Rajbrot-tartak ,1
1224,492,Rajcza ,1
1225,1879,Rakoń  ,0
1226,540,Raszów ,3
1227,360,Ratno Dolne ,3
1228,1060,Razcestie nad Matliarmi / Rozdroże nad Matlarami ,0
1229,970,Rázcestie pod Bystrou / Rozdroże pod Bystrą ,0
1230,1110,Rázcestie pod Grúnikom / Rozdroże pod Gronikiem ,0
1231,1080,Rázcestie pod Muráňom / Rozdroże pod Muraniem ,0
1232,1165,rázcestie pod Tomanovou / rozdroże pod Doliną To ,0
1233,1525,Rázcestie v Smutnej doline / rozdroże w Dolinie  ,0
1234,629,Rdzawka ,1
1235,420,Rębiszów ,3
1236,610,Rędziny ,3
1237,530,Regietów Niżny / baza namiotowa ,2
1238,310,Rezerwat nad Białką ,3
1239,250,Rochów ,3
1240,712,Róg ,3
1241,710,Rogacz ,3
1242,1182,Rogacz ,1
1243,490,Rogatka ,3
1244,870,Rogowiec ,3
1245,531,Rogozowa ,1
1246,1720,Roháčske plesá / Rohackie Stawy ,0
1247,393,Rojówka ,1
1248,907,Roma ,0
1249,1366,Romanka  ,1
1250,340,Ropa ,2
1251,550,Ropki ,2
1252,410,Rościszów ,3
1253,753,Rosochatka ,1
1254,280,Rososznica ,3
1255,771,Rotunda ,2
1256,1418,Rówień Waksmundzka  ,0
1257,606,Równia nad Bystrą ,1
1258,884,Równica ,1
1259,560,Różana ,3
1260,370,Różańcowa ,3
1261,628,Różanka ,3
1262,420,Rozdroże ,3
1263,490,Rozdroże Holtei ,3
1264,770,Rozdroże Izerskie ,3
1265,790,Rozdroże Kowarskie ,3
1266,650,Rozdroże nad Glinnikiem Starym ,3
1267,200,rozdroże nad Górką ,3
1268,580,rozdroże nad Kamionkami ,3
1269,550,Rozdroże nad Kowarami ,3
1270,300,rozdroże nad Sadami ,3
1271,677,Rozdroże nad Skalnymi Wrotami ,3
1272,550,Rozdroże pod Basztami ,3
1273,750,Rozdroże pod Bielcem ,3
1274,734,rozdroże pod Bobrzakiem ,3
1275,650,rozdroże pod Chochołem Małym ,3
1276,950,Rozdroże pod Cichą Równią ,3
1277,880,Rozdroże pod Działem Izerskim ,3
1278,700,rozdroże pod Grzybowcem ,3
1279,780,Rozdroże pod Hutniczą Kopą ,3
1280,1000,Rozdroże pod Izerskimi Garbami ,3
1281,1100,Rozdroże pod Jaworem ,3
1282,570,Rozdroże pod Jońską Górą ,3
1283,880,Rozdroże pod Kamienica ,3
1284,505,Rozdroże pod Kamiennym Krzyżem ,3
1285,500,Rozdroże pod Kieżną ,3
1286,680,rozdroże pod Kokotem ,3
1287,1100,Rozdroże pod Kopą Izerską ,3
1288,660,Rozdroże pod Kozią Szyją ,3
1289,741,Rozdroże pod Lelkową ,3
1290,877,Rozdroże pod Lesieńcem ,3
1291,530,rozdroże pod Leśniakiem ,3
1292,1040,rozdroże pod Łysociną ,3
1293,717,Rozdroże pod Osówką ,3
1294,355,rozdroże pod Ostrzycą ,3
1295,470,Rozdroże pod Piekiełkiem ,3
1296,850,rozdroże pod Porębkiem ,3
1297,810,Rozdroże pod Ptakiem ,3
1298,500,rozdroże pod Rozłogiem ,3
1299,720,Rozdroże pod Sępią Górą ,3
1300,400,rozdroże pod Skalną ,3
1301,1110,Rozdroże pod Śmielcem ,3
1302,360,rozdroże pod Stolną ,3
1303,550,rozdroże pod Strażnicą ,3
1304,870,Rozdroże pod Suchawą ,3
1305,910,rozdroże pod Sulicą ,3
1306,710,Rozdroże pod Świerkowcem ,3
1307,800,Rozdroże pod Szczelińcem ,3
1308,765,Rozdroże pod Uboczem ,3
1309,1200,Rozdroże pod Wielkim Szyszakiem ,3
1310,1126,Rozdroże pod Żmijowcem ,3
1311,744,rozdroże pod Zrubaniem ,2
1312,990,Rozdroże pod Zwaliskiem ,3
1313,680,Rozdroże Trzech Buków ,3
1314,780,Rozdroże za Szczelińcem ,3
1315,420,Rozdroże żółtego i czerwonego z wiatą ,3
1316,340,Rozdziele ,2
1317,801,Rożki ,2
1318,284,Rożnów ,1
1319,1046,Rozstaj 3 szlaków przed Klimczokiem ,1
1320,649,Rozstaj nad Bystrą Południową ,1
1321,900,Rozstaj pod Czarnym Kotłem ,3
1322,1080,Rozstaj pod Schr. pod Łabskim Szczytem ,3
1323,600,Rozstaj przy Szklarce ,3
1324,960,Rozstaj przy Szrenickim Potoku ,3
1325,520,Roztoka ,2
1326,690,Roztoki Górne ,2
1327,290,Ruda Kameralna ,1
1328,1106,Rudawiec ,3
1329,1054,Rude Krzyże ,3
1330,290,ruiny klasztoru Kapucynów ,3
1331,1078,Runek ,1
1332,881,Ruprechticki Szpiczak ,3
1333,465,Rusinowa ,3
1334,1200,Rusinowa Polana  ,0
1335,630,Rybnica Leśna ,3
1336,658,Rybnica Mała ,3
1337,420,Rybnica PKP ,3
1338,400,Rybnica ruiny zamku ,3
1339,554,Rycerka Dolna ,1
1340,668,Rycerka Górna Kolonia ,1
1341,500,Rycerka PKP ,1
1342,705,Rycerki ,1
1343,880,Rydoszowa ,2
1344,950,Rykowisko ,3
1345,370,Rymanów Zdrój Deszno ,2
1346,2499,Rysy  ,0
1347,340,Rytro ,1
1348,295,rzeka Pełcznica ,3
1349,722,Rzeki ,1
1350,440,Rzepedź ,2
1351,270,Rzepiennik Biskupi ,2
1352,950,Rzepiska ,1
1353,1429,Rzeżuchy ,0
1354,409,Rzyki ,1
1355,460,Rzyki Podlachoń ,1
1356,460,Rzyki Pracica ,1
1357,909,Sałasz ,1
1358,2048,Salatín / Salatyn ,0
1359,934,Salmopol ,1
1360,1210,Šalviový prameň / Zimna Studnia ,0
1361,1195,Samotnia ,3
1362,290,Sanok ,2
1363,1377,Sarnia Skała  ,0
1364,730,Schronisko Czartak ,3
1365,476,Schronisko Hajstra ,2
1366,662,Schronisko na Groniu ,1
1367,800,Schronisko na Soszowie ,1
1368,340,Schronisko Perła Zachodu ,3
1369,1236,Schronisko PTTK  Wielka Racza ,1
1370,810,Schronisko PTTK Andrzejówka ,3
1371,627,Schronisko PTTK Chojnik ,3
1372,854,Schronisko PTTK Hala Boracza ,1
1373,1137,Schronisko PTTK Hala Krupowa ,1
1374,1274,Schronisko PTTK Hala Lipowska ,1
1375,1271,Schronisko PTTK Hala Rysianka ,1
1376,743,Schronisko PTTK Jagodna ,3
1377,1022,Schronisko PTTK Luboń Wielki  ,1
1378,909,Schronisko PTTK Magurka Wilkowicka ,1
1379,730,Schronisko PTTK na Bereśniku ,1
1380,1500,Schronisko PTTK na Hali Gąsienicowej  ,0
1381,1333,Schronisko PTTK na Hali Kondratowej  ,0
1382,1025,Schronisko PTTK na Hali Łabowskiej ,1
1383,1100,Schronisko PTTK na Hali Ornak  ,0
1384,730,Schronisko PTTK na Kudłaczach ,1
1385,1148,Schronisko PTTK na Polanie Chochołowskiej  ,0
1386,1002,Schronisko PTTK Nad Łomniczką ,3
1387,1395,Schronisko PTTK nad Morskim Okiem  ,0
1388,990,Schronisko PTTK Przegibek  ,1
1389,1175,Schronisko PTTK Przehyba ,1
1390,1046,Schronisko PTTK Przełęcz Okraj ,3
1391,1257,Schronisko PTTK Skrzyczne ,1
1392,978,Schronisko PTTK Stożek ,1
1393,520,Schronisko PTTK Szwajcarka ,3
1394,1026,Schronisko PTTK Szyndzielnia ,1
1395,1031,Schronisko PTTK w Roztoce ,0
1396,871,Schronisko PTTK Zieleniec ,3
1397,691,Schronisko Szarotka ,3
1398,1668,Schronisko w Dolinie Pięciu Stawów Polskich ,0
1399,740,Ścieszków Groń ,1
1400,340,Ścinawka Górna ,3
1401,321,Ścinawka Średnia ,3
1402,2376,Sedielko / Lodowa Przełęcz ,0
1403,905,sedielko pod Umrlou / Przełęcz pod Umarłą Kopką ,0
1404,1570,Sedlo Pálenica / Palenica Jałowiecka ,0
1405,1966,Sedlo pod Ostrvou / Przełęcz pod Osterwą ,0
1406,1656,Sedlo Zábrať / Zabratowa Przełęcz ,0
1407,828,Sępia Góra ,3
1408,584,Sidzina ,1
1409,617,Sidzina Dom Dziecka ,1
1410,755,Sidzina Wielka Polana ,1
1411,650,Sidzinka Mała ,1
1412,300,Siedlęcin-Bóbr ,3
1413,180,Sienice ,3
1414,770,Sihelné - Dusak ,1
1415,1669,Siklawa ,0
1416,1117,Siklawica ,0
1417,522,Siodło ,3
1418,928,siodło pod Jawornem ,2
1419,1068,Siodło Zachodnie pod Klimczokiem ,1
1420,1805,Sivý vrch / Siwy Wierch ,0
1421,925,Siwa Polana ,0
1422,1812,Siwa Przełęcz  ,0
1423,1965,Siwy Zwornik ,0
1424,1440,Skalisko ,1
1425,677,Skałka ,3
1426,524,Skalna ,3
1427,770,Skalna Furta ,3
1428,1700,Skalnatá chata / Schronisko Łomnickie ,0
1429,1750,Skalnaté pleso / Łomnicki Staw ,0
1430,721,Skalne Grzyby ,3
1431,670,Skalne Wrota ,3
1432,880,Skalniak ,3
1433,945,Skalnik ,3
1434,1281,Skalny Stół ,3
1435,730,Skały Puchacza ,3
1436,340,Skamieniałe Miasto ,2
1437,467,Skawa PKP ,1
1438,454,Skawica Górna ,1
1439,672,Skawica Sucha Góra ,1
1440,749,Skiełek ,1
1441,285,Skoczów ,1
1442,310,Skoczów Harbutowice ,1
1443,480,Skomielna Czarna ,1
1444,719,Skopiec ,3
1445,384,Skowronków ,3
1446,2226,Skrajny Granat  ,0
1447,980,skrót do Karkoszczonki ,1
1448,684,Skrzętla-Rojówka ,1
1449,230,Skrzyżowanie nad Zuzanką ,3
1450,380,skrzyżowanie z Drogą Dzikiej Świni ,3
1451,280,Skrzyżowanie za Piotrowicami ,3
1452,1770,Škutnastá poľana ,0
1453,460,Skwirtne ,2
1454,1670,Śląski Dom ,0
1455,2452,Slavkovský štít / Sławkowski Szczyt ,0
1456,312,Sławniowice ,3
1457,460,Ślemień ,1
1458,718,Ślęża ,3
1459,580,Śliwnik ,1
1460,771,Słodna ,3
1461,713,Słoneczna Kopa ,3
1462,640,Słoneczne Skały ,3
1463,1423,Słonecznik ,3
1464,830,Słowianka  ,1
1465,419,Słupiec ,3
1466,600,Smerek Wieś ,2
1467,440,Smerekowiec ,2
1468,835,Smerekowiec ,1
1469,1226,Smreczyński Staw  ,0
1470,1100,Smrek TPG ,3
1471,1962,Smutné sedlo / Smutna Przełęcz ,0
1472,1602,Śnieżka ,3
1473,1480,Śnieżne Kotły ,3
1474,1006,Śnieżnica  ,1
1475,1426,Śnieżnik ,3
1476,647,Soblówka ,1
1477,240,Sobota ,3
1478,170,Sobótka ,3
1479,630,Sokolec ,3
1480,747,Sokolica  ,1
1481,1367,Sokolica  ,1
1482,643,Sokolik ,3
1483,613,Sokołowsko ,3
1484,551,Sól ,1
1485,843,Solniska  ,1
1486,884,Sołtysia Kopa ,3
1487,550,Sopotnia Mała ,1
1488,620,Sopotnia Wielka ,1
1489,720,Sopotnia Wielka Kolonia ,1
1490,660,Sopotnia Wielka Mrozówki ,1
1491,380,Sosnówka ,3
1492,886,Soszów Wielki ,1
1493,880,Sowa schronisko ,3
1494,1164,Sowia Przełęcz ,3
1495,675,Sowiniec ,3
1496,1430,Spalona Strażnica ,3
1497,512,Śpilówka ,1
1498,453,Sromowce Niżne ,1
1499,468,Sromowce Wyżne - Kąty ,1
1500,417,Stalownik ,1
1501,340,Stanek ,3
1502,1165,Stanica Štart / Kolej linowa na Łomnicę stacja S ,0
1503,400,Staniszów ,3
1504,573,Stara Białka ,3
1505,590,Stara Jodła ,3
1506,380,Stara Kamienica ,3
1507,530,Stara Morawa ,3
1508,630,Stare Sioło ,2
1509,964,Stare Wierchy ,1
1510,1040,Starorobociańska Dolina ,0
1511,0,Starorobociańska Rówień ,0
1512,2176,Starorobociański Wierch  ,0
